Date,Open,High,Low,Close,Adj Close,Volume
2013-04-29,682.500000,692.349976,682.500000,685.375000,548.573547,3968916
2013-04-30,684.000000,691.000000,682.500000,689.200012,551.635193,4020570
2013-05-02,686.750000,719.400024,686.750000,716.950012,573.846130,5630326
2013-05-03,713.000000,723.625000,703.950012,709.250000,567.683167,3641790
2013-05-06,710.000000,736.200012,710.000000,733.599976,587.172913,3727118
2013-05-07,733.549988,739.424988,728.700012,735.799988,588.933716,2260180
2013-05-08,736.000000,743.900024,735.000000,740.049988,592.335510,1768130
2013-05-09,741.599976,751.724976,741.500000,749.224976,599.679016,1949700
2013-05-10,749.224976,755.450012,745.549988,747.950012,598.658691,1139714
2013-05-13,740.000000,740.500000,722.849976,725.799988,580.929810,1862498
2013-05-14,727.549988,735.275024,721.875000,728.974976,583.471252,2250100
2013-05-15,729.049988,738.599976,725.000000,735.775024,588.913818,3565926
2013-05-16,734.500000,734.500000,723.724976,727.025024,581.910156,2415652
2013-05-17,727.500000,739.250000,727.049988,736.900024,589.814209,2900200
2013-05-20,735.625000,739.000000,730.500000,736.200012,589.253967,1385504
2013-05-21,732.500000,751.000000,732.500000,746.424988,597.438049,1898432
2013-05-22,749.000000,754.575012,746.150024,749.200012,599.658997,1846944
2013-05-23,747.500000,763.375000,739.174988,746.349976,597.378113,3063962
2013-05-24,750.000000,751.474976,731.799988,734.775024,588.113342,1586612
2013-05-27,734.750000,750.000000,730.000000,749.000000,599.499023,2023864
2013-05-28,749.000000,758.250000,745.150024,757.049988,605.942261,1400254
2013-05-29,758.000000,763.750000,742.549988,748.674988,599.238892,1452038
2013-05-30,750.000000,756.000000,743.500000,749.700012,600.059265,2408346
2013-05-31,745.500000,754.625000,738.375000,749.224976,599.679016,1929868
2013-06-03,752.000000,753.500000,728.549988,734.700012,588.053467,3097612
2013-06-04,730.000000,736.950012,725.075012,732.674988,586.432678,1305320
2013-06-05,730.549988,736.325012,726.349976,733.900024,587.413269,1728676
2013-06-06,726.849976,739.250000,726.025024,735.375000,593.853271,2540452
2013-06-07,735.049988,769.500000,734.000000,759.474976,613.315063,3550844
2013-06-10,762.525024,772.349976,759.549988,762.525024,615.778137,3360430
2013-06-11,765.099976,771.000000,746.000000,750.775024,606.289551,2205468
2013-06-12,747.049988,747.549988,731.025024,734.049988,592.783325,4805954
2013-06-13,730.000000,732.000000,717.549988,722.825012,583.718506,3151342
2013-06-14,724.000000,728.625000,715.500000,725.349976,585.757507,3105996
2013-06-17,726.500000,732.500000,714.000000,726.224976,586.464172,2584162
2013-06-18,727.500000,730.000000,720.075012,721.900024,582.971436,2291528
2013-06-19,727.450012,727.450012,711.775024,713.849976,576.470581,2139788
2013-06-20,710.500000,716.575012,699.549988,702.250000,567.103088,4172878
2013-06-21,704.400024,715.924988,704.000000,711.125000,574.270142,2848224
2013-06-24,707.500000,717.049988,700.049988,705.349976,569.606628,1889164
2013-06-25,706.750000,713.549988,690.349976,696.150024,562.176941,1860548
2013-06-26,698.450012,723.875000,690.525024,718.849976,580.508484,2326488
2013-06-27,723.900024,748.500000,721.000000,745.950012,602.393127,3820678
2013-06-28,747.500000,762.150024,729.099976,759.075012,612.992310,4817096
2013-07-01,756.000000,758.349976,741.700012,746.174988,602.574585,1354652
2013-07-02,746.549988,754.250000,743.325012,750.275024,605.885681,1657242
2013-07-03,748.849976,759.500000,732.500000,744.900024,601.545105,1530906
2013-07-04,745.424988,770.500000,745.000000,769.150024,621.128296,1917060
2013-07-05,771.000000,779.000000,761.000000,765.099976,617.857605,1293012
2013-07-08,764.000000,767.500000,750.000000,753.325012,608.348877,1658796
2013-07-09,747.650024,760.875000,747.650024,752.450012,607.642334,1097326
2013-07-10,755.000000,763.400024,749.000000,755.974976,610.488586,1322624
2013-07-11,760.000000,785.000000,760.000000,782.275024,631.727539,2335274
2013-07-12,797.500000,812.400024,789.650024,804.924988,650.018555,3251536
2013-07-15,800.549988,823.650024,799.650024,820.875000,662.898865,2060570
2013-07-16,812.500000,833.174988,808.799988,824.674988,665.967529,2224986
2013-07-17,822.525024,842.474976,822.525024,839.250000,677.737610,2999250
2013-07-18,840.000000,846.150024,822.000000,830.200012,670.429443,3445532
2013-07-19,859.500000,879.500000,850.000000,871.400024,703.700439,8550804
2013-07-22,870.500000,879.400024,864.150024,873.250000,705.194458,2974772
2013-07-23,874.000000,890.224976,871.799988,874.900024,706.527100,1646502
2013-07-24,874.250000,896.000000,872.500000,891.400024,719.851379,2181644
2013-07-25,890.000000,905.000000,883.349976,897.875000,725.080566,4088808
2013-07-26,897.500000,899.474976,875.049988,887.250000,716.500061,2379064
2013-07-29,879.000000,897.299988,878.625000,889.599976,720.020752,1774262
2013-07-30,890.000000,902.474976,887.724976,896.150024,725.322327,2617484
2013-07-31,895.000000,915.750000,894.724976,907.750000,734.711121,2826750
2013-08-01,905.025024,917.400024,895.000000,907.700012,734.670532,2141178
2013-08-02,909.849976,924.950012,908.349976,922.924988,746.993347,1846854
2013-08-05,920.000000,938.700012,920.000000,933.599976,755.633545,2355184
2013-08-06,936.500000,940.974976,932.325012,935.049988,756.807129,2305290
2013-08-07,937.000000,945.450012,906.724976,911.349976,737.624695,2694980
2013-08-08,902.549988,928.075012,891.849976,922.700012,746.811279,2158628
2013-08-12,920.500000,920.500000,904.075012,907.000000,734.104248,2077574
2013-08-13,910.099976,922.424988,904.974976,909.900024,736.451233,2168296
2013-08-14,912.250000,929.000000,901.000000,916.750000,741.995483,3302068
2013-08-16,912.099976,915.000000,877.775024,890.450012,720.708740,2779930
2013-08-19,899.000000,903.500000,877.775024,888.724976,719.312622,2121352
2013-08-20,894.900024,894.900024,865.000000,868.200012,702.700256,2724844
2013-08-21,870.049988,871.849976,850.575012,858.900024,695.173035,3623994
2013-08-22,852.500000,898.575012,847.599976,889.474976,719.919739,4260988
2013-08-23,897.000000,919.000000,892.150024,914.724976,740.356506,4032884
2013-08-26,911.549988,939.299988,907.000000,921.000000,745.435181,2663238
2013-08-27,919.500000,939.424988,915.000000,919.400024,744.140320,1945284
2013-08-28,914.000000,973.049988,914.000000,953.950012,772.104309,4444684
2013-08-29,950.500000,985.000000,939.150024,973.549988,787.967773,5905182
2013-08-30,969.500000,1025.000000,965.000000,1016.599976,822.811768,5282942
2013-09-02,1010.000000,1034.500000,1008.750000,1028.425049,832.382568,2154034
2013-09-03,1025.050049,1033.500000,993.075012,1000.549988,809.821167,2355064
2013-09-04,1000.000000,1039.400024,996.974976,1034.550049,837.339966,2626516
2013-09-05,1034.500000,1034.500000,990.525024,995.375000,805.632507,3927492
2013-09-06,1004.500000,1012.500000,987.500000,994.400024,804.843506,2759596
2013-09-10,993.000000,1008.349976,990.500000,993.950012,804.479187,4300972
2013-09-11,1004.000000,1009.000000,991.750000,996.900024,806.867004,3008494
2013-09-12,997.500000,999.275024,972.900024,983.950012,796.385681,1905568
2013-09-13,982.500000,995.000000,973.275024,976.875000,790.659119,2096320
2013-09-16,975.000000,992.500000,947.025024,951.275024,769.939148,2460506
2013-09-17,950.000000,976.275024,948.549988,973.724976,788.109741,3327816
2013-09-18,971.025024,982.400024,968.950012,977.250000,790.962585,2109818
2013-09-19,974.000000,995.000000,963.250000,983.150024,795.737793,3907240
2013-09-20,975.000000,994.950012,970.500000,975.150024,789.263123,3591858
2013-09-23,975.000000,988.599976,970.000000,977.549988,791.205444,2988758
2013-09-24,977.500000,988.950012,963.000000,969.750000,784.892456,4940300
2013-09-25,970.750000,985.474976,960.099976,979.525024,792.804016,4333858
2013-09-26,977.400024,987.049988,967.549988,971.450012,786.268494,4919704
2013-09-27,971.549988,980.974976,968.724976,974.049988,788.372742,1784666
2013-09-30,977.000000,980.924988,960.000000,963.900024,780.157410,1987350
2013-10-01,966.000000,977.424988,958.349976,974.525024,788.757202,1591994
2013-10-03,985.900024,1018.450012,980.200012,1012.299988,819.331238,4672354
2013-10-04,1016.000000,1034.500000,1013.474976,1016.799988,822.973511,1934032
2013-10-07,1017.500000,1048.849976,1012.650024,1044.875000,845.696899,1993878
2013-10-08,1041.500000,1049.000000,1028.275024,1030.724976,834.244141,1828106
2013-10-09,1027.750000,1048.824951,1022.549988,1045.425049,846.141846,1775858
2013-10-10,1044.000000,1049.000000,1033.625000,1040.000000,841.751099,1164320
2013-10-11,1051.500000,1069.000000,1041.199951,1061.025024,858.768066,2284448
2013-10-14,1063.750000,1112.500000,1062.500000,1106.375000,895.473328,4374460
2013-10-15,1117.500000,1129.425049,1100.500000,1107.699951,896.545776,4665092
2013-10-17,1115.000000,1115.000000,1047.849976,1054.224976,853.264465,6687214
2013-10-18,1052.400024,1066.900024,1030.775024,1060.324951,858.201599,5346166
2013-10-21,1062.500000,1063.974976,1025.000000,1035.824951,838.372009,3685372
2013-10-22,1044.000000,1053.824951,1038.425049,1044.675049,845.534912,2044614
2013-10-23,1044.250000,1051.500000,1023.075012,1030.574951,834.122803,2455496
2013-10-24,1021.000000,1041.175049,1000.924988,1004.349976,812.896729,3617758
2013-10-25,997.500000,1036.000000,997.500000,1033.875000,838.463379,2527402
2013-10-28,1034.000000,1044.900024,1026.275024,1031.974976,836.922302,1803942
2013-10-29,1032.500000,1042.900024,1023.950012,1034.900024,839.294495,1829076
2013-10-30,1035.125000,1050.000000,1035.125000,1045.974976,848.276184,2114874
2013-10-31,1044.500000,1064.500000,1039.699951,1056.025024,856.426697,3523076
2013-11-01,1055.000000,1070.974976,1045.550049,1048.800049,850.567444,1346480
2013-11-05,1050.000000,1052.500000,1015.849976,1021.000000,828.021729,2261286
2013-11-06,1031.500000,1051.775024,1029.525024,1045.550049,847.931702,1667750
2013-11-07,1050.000000,1074.074951,1040.150024,1060.974976,860.441284,1956948
2013-11-08,1065.000000,1065.875000,1035.599976,1045.425049,847.830200,1609346
2013-11-11,1045.000000,1070.000000,1025.000000,1047.324951,849.371155,1961138
2013-11-12,1048.425049,1060.849976,1039.500000,1043.574951,846.329529,1000682
2013-11-13,1049.474976,1053.099976,1021.825012,1024.500000,830.860352,1208338
2013-11-14,1036.000000,1036.000000,1010.924988,1013.099976,821.614746,2129704
2013-11-18,1023.000000,1029.949951,1016.125000,1022.000000,828.832764,2831602
2013-11-19,1024.974976,1027.500000,1010.599976,1014.950012,823.115479,2077864
2013-11-20,1023.424988,1024.949951,1008.500000,1011.799988,820.560730,1658696
2013-11-21,1011.599976,1017.349976,990.000000,993.299988,805.557190,2302882
2013-11-22,995.500000,1005.500000,992.549988,1000.424988,811.335632,1494494
2013-11-25,1004.000000,1013.424988,996.549988,1006.625000,816.363586,1950998
2013-11-26,1001.549988,1008.224976,993.500000,996.849976,808.436218,2047412
2013-11-27,1004.500000,1006.849976,987.500000,993.224976,805.496399,2120978
2013-11-28,996.549988,998.275024,985.000000,992.299988,804.746399,2805722
2013-11-29,996.000000,1007.349976,990.900024,1002.174988,812.754883,1924812
2013-12-02,997.500000,1010.500000,997.500000,1006.950012,816.627441,1253260
2013-12-03,1008.025024,1021.000000,1007.525024,1010.400024,819.425415,1449184
2013-12-04,1009.950012,1015.799988,996.825012,1000.025024,811.011230,1519036
2013-12-05,1008.000000,1016.775024,991.525024,993.575012,805.780273,1397190
2013-12-06,995.500000,1005.000000,995.500000,1000.150024,811.112610,1446962
2013-12-09,1014.500000,1014.974976,1000.000000,1002.424988,812.957581,1826340
2013-12-10,1000.000000,1044.500000,1000.000000,1041.375000,844.545715,3653334
2013-12-11,1039.500000,1043.425049,1021.500000,1029.025024,834.529846,1556062
2013-12-12,1022.500000,1032.000000,1012.549988,1014.450012,822.710022,1655964
2013-12-13,1018.974976,1022.500000,997.500000,1000.900024,811.720764,3463350
2013-12-16,1006.849976,1019.900024,1002.575012,1009.575012,818.756165,2858500
2013-12-17,1015.799988,1032.925049,1015.000000,1022.674988,829.380005,2995474
2013-12-18,1020.000000,1035.500000,1019.000000,1027.900024,833.617493,1587990
2013-12-19,1037.974976,1055.000000,1031.324951,1040.750000,844.038818,2161986
2013-12-20,1044.050049,1065.000000,1042.925049,1060.275024,859.873474,1965812
2013-12-23,1064.974976,1071.724976,1048.974976,1054.525024,855.210327,1321224
2013-12-24,1059.900024,1064.500000,1052.125000,1055.349976,855.879272,870156
2013-12-26,1057.500000,1058.500000,1045.724976,1050.150024,851.662231,2297194
2013-12-27,1053.500000,1084.949951,1052.500000,1080.324951,876.133667,2479946
2013-12-30,1085.000000,1087.625000,1073.349976,1078.025024,874.268677,1668776
2013-12-31,1080.050049,1092.474976,1075.449951,1086.025024,880.756287,1245776
2014-01-01,1090.050049,1092.250000,1075.550049,1076.650024,873.153137,529952
2014-01-02,1083.000000,1094.500000,1078.074951,1083.500000,878.708435,1726948
2014-01-03,1082.349976,1114.550049,1073.625000,1111.099976,901.092041,2618174
2014-01-06,1114.500000,1122.000000,1098.500000,1119.800049,908.147644,2311810
2014-01-07,1120.000000,1128.224976,1099.500000,1103.074951,894.583618,2897486
2014-01-08,1106.000000,1122.000000,1105.000000,1116.324951,905.329346,2550020
2014-01-09,1114.375000,1127.750000,1111.050049,1120.974976,909.100403,2582206
2014-01-10,1130.000000,1154.900024,1117.500000,1140.449951,924.894714,3369334
2014-01-13,1142.500000,1192.000000,1142.500000,1184.375000,960.517395,3814316
2014-01-14,1186.000000,1192.400024,1160.000000,1163.375000,943.486206,2974964
2014-01-15,1171.224976,1189.099976,1163.500000,1176.800049,954.374268,3048854
2014-01-16,1190.000000,1190.050049,1162.500000,1175.150024,953.035828,2997962
2014-01-17,1149.000000,1149.000000,1103.025024,1106.525024,897.381958,7564756
2014-01-20,1109.474976,1175.000000,1107.750000,1169.099976,948.129578,6010558
2014-01-21,1167.000000,1169.625000,1137.550049,1140.150024,924.651550,3132282
2014-01-22,1143.550049,1148.425049,1132.050049,1137.025024,922.117004,2384030
2014-01-23,1134.050049,1138.349976,1118.650024,1126.224976,913.358459,2290762
2014-01-24,1122.000000,1141.625000,1117.500000,1124.349976,911.837830,1850266
2014-01-27,1113.000000,1129.750000,1110.050049,1114.800049,905.703613,2532948
2014-01-28,1116.000000,1123.925049,1098.050049,1106.175049,898.696411,2852166
2014-01-29,1120.000000,1120.000000,1102.500000,1104.900024,897.660583,1698076
2014-01-30,1099.025024,1113.500000,1095.000000,1108.800049,900.829285,2225250
2014-01-31,1112.550049,1134.900024,1110.500000,1120.525024,910.354919,2174246
2014-02-03,1111.000000,1122.125000,1095.400024,1097.224976,891.425232,1362480
2014-02-04,1087.000000,1087.500000,1056.025024,1075.675049,873.917175,2694166
2014-02-05,1081.900024,1100.000000,1070.000000,1097.199951,891.405090,1853650
2014-02-06,1090.000000,1094.949951,1072.500000,1087.625000,883.625793,1922652
2014-02-07,1095.000000,1097.500000,1065.500000,1072.199951,871.094116,1990912
2014-02-10,1072.000000,1072.000000,1042.550049,1046.775024,850.437744,4019270
2014-02-11,1050.000000,1063.250000,1048.000000,1050.849976,853.748291,3568786
2014-02-12,1059.000000,1061.800049,1047.500000,1052.724976,855.271973,3074348
2014-02-13,1053.500000,1069.199951,1048.250000,1066.875000,866.767639,2094350
2014-02-14,1068.949951,1092.375000,1064.050049,1083.949951,880.640015,1910062
2014-02-17,1080.000000,1093.000000,1073.599976,1082.699951,879.624512,1670394
2014-02-18,1082.500000,1095.500000,1077.925049,1083.000000,879.868286,1526916
2014-02-19,1085.000000,1107.500000,1081.125000,1098.974976,892.847046,1072918
2014-02-20,1103.000000,1111.000000,1091.400024,1094.675049,889.353638,1587924
2014-02-21,1099.000000,1106.500000,1095.375000,1102.849976,895.995239,1717860
2014-02-24,1102.000000,1102.625000,1085.050049,1088.949951,884.702209,2450424
2014-02-25,1094.500000,1099.750000,1090.000000,1094.449951,889.170715,3305374
2014-02-26,1097.000000,1097.500000,1088.574951,1091.074951,886.428711,3859712
2014-02-28,1080.500000,1140.000000,1080.074951,1137.875000,924.450745,3988192
2014-03-03,1135.900024,1149.500000,1114.000000,1120.025024,909.948608,1606078
2014-03-04,1116.599976,1127.000000,1112.000000,1120.324951,910.192017,2030332
2014-03-05,1127.425049,1143.125000,1121.275024,1125.949951,914.762085,2302006
2014-03-06,1126.425049,1130.000000,1116.074951,1120.375000,910.232971,1314562
2014-03-07,1122.750000,1125.025024,1076.400024,1114.250000,905.256958,4698472
2014-03-10,1114.050049,1114.250000,1067.500000,1071.324951,870.382996,3829768
2014-03-11,1077.500000,1088.824951,1061.000000,1075.824951,874.039246,2550254
2014-03-12,1076.500000,1094.875000,1076.500000,1089.724976,885.331848,1669788
2014-03-13,1074.025024,1101.000000,1068.425049,1074.775024,873.186096,2019884
2014-03-14,1070.500000,1080.250000,1062.150024,1069.775024,869.123718,2161246
2014-03-18,1067.750000,1075.900024,1052.125000,1061.000000,861.994751,2565842
2014-03-19,1037.500000,1037.500000,1006.525024,1019.700012,828.440979,8652662
2014-03-20,1019.000000,1061.449951,1005.700012,1054.099976,856.389221,5728956
2014-03-21,1062.500000,1072.500000,1042.500000,1063.500000,864.025635,4680776
2014-03-22,null,null,null,null,null,null
2014-03-24,1068.474976,1078.974976,1063.074951,1076.300049,874.425171,2183014
2014-03-25,1072.000000,1086.000000,1065.000000,1073.324951,872.007813,2249968
2014-03-26,1074.025024,1079.250000,1043.775024,1046.750000,850.417603,3192350
2014-03-27,1050.474976,1057.500000,1032.525024,1047.125000,850.722107,5012476
2014-03-28,1048.500000,1061.425049,1040.025024,1051.050049,853.910950,2971162
2014-03-31,1052.000000,1072.474976,1041.000000,1066.574951,866.523865,2683268
2014-04-01,1072.500000,1092.500000,1072.449951,1088.349976,884.214722,2755932
2014-04-02,1095.000000,1101.000000,1080.525024,1086.125000,882.406921,3763016
2014-04-03,1086.425049,1091.000000,1073.800049,1083.250000,880.071594,1581194
2014-04-04,1086.000000,1093.500000,1065.000000,1069.425049,868.839600,1694656
2014-04-07,1065.050049,1082.974976,1060.349976,1076.900024,874.912292,2594986
2014-04-09,1076.000000,1081.000000,1052.500000,1070.199951,869.469238,3350500
2014-04-10,1070.199951,1074.324951,1057.599976,1063.074951,863.680664,2152886
2014-04-11,1059.000000,1087.449951,1050.000000,1082.050049,879.096558,2340742
2014-04-15,1090.500000,1129.000000,1087.025024,1126.375000,915.107971,3597244
2014-04-16,1132.000000,1132.000000,1092.099976,1098.150024,892.176819,3475910
2014-04-17,1110.000000,1113.500000,1071.349976,1111.449951,902.982178,7681438
2014-04-21,1110.000000,1121.449951,1105.650024,1110.875000,902.515076,1842594
2014-04-22,1116.974976,1124.949951,1109.949951,1110.525024,902.230530,1486274
2014-04-23,1115.699951,1121.949951,1100.550049,1106.875000,899.264954,1938992
2014-04-24,1106.875000,1106.875000,1106.875000,1106.875000,899.264954,0
2014-04-25,1113.500000,1117.500000,1096.599976,1102.625000,895.812256,3160448
2014-04-28,1102.625000,1111.349976,1090.050049,1095.675049,890.165894,2550766
2014-04-29,1093.000000,1103.175049,1088.449951,1097.125000,891.344116,1846180
2014-04-30,1092.550049,1102.800049,1090.500000,1094.599976,889.292603,2397378
2014-05-02,1090.625000,1109.949951,1090.625000,1104.224976,897.112122,1917778
2014-05-05,1105.400024,1114.500000,1102.074951,1106.849976,899.245117,1314478
2014-05-06,1106.849976,1110.800049,1095.000000,1099.449951,893.232605,961232
2014-05-07,1095.525024,1101.500000,1070.050049,1082.775024,879.685486,4716182
2014-05-08,1082.550049,1090.900024,1073.824951,1081.025024,878.263855,2606900
2014-05-09,1076.000000,1092.349976,1076.000000,1079.949951,877.390198,1799440
2014-05-12,1076.500000,1083.349976,1061.574951,1079.675049,877.167053,2886064
2014-05-13,1082.900024,1119.500000,1082.900024,1105.474976,898.127869,2547484
2014-05-14,1107.199951,1118.849976,1100.550049,1108.050049,900.219971,1389228
2014-05-15,1108.050049,1112.500000,1085.574951,1096.574951,890.896790,2520196
2014-05-16,1100.025024,1126.699951,1050.125000,1080.375000,877.735596,5241798
2014-05-19,1075.000000,1080.000000,999.750000,1018.349976,827.344299,6516606
2014-05-20,1014.000000,1080.000000,1014.000000,1034.099976,840.140198,4702114
2014-05-21,1030.599976,1044.500000,1027.900024,1041.425049,846.091370,4116946
2014-05-22,1048.375000,1062.000000,1037.550049,1055.974976,857.912292,4216842
2014-05-23,1059.500000,1074.500000,1048.000000,1063.949951,864.391418,3094780
2014-05-26,1074.500000,1084.800049,1066.800049,1077.000000,874.993652,2650850
2014-05-27,1080.074951,1092.300049,1059.000000,1065.724976,865.833252,1795094
2014-05-28,1070.000000,1079.375000,1061.224976,1075.275024,873.592285,1887488
2014-05-29,1072.500000,1090.000000,1067.599976,1079.974976,877.410522,2820710
2014-05-30,1079.400024,1083.500000,1065.074951,1070.675049,869.855286,2585648
2014-06-02,1072.000000,1078.875000,1058.025024,1064.925049,865.183594,1095158
2014-06-03,1064.925049,1069.000000,1052.599976,1064.300049,864.675720,2484628
2014-06-04,1065.000000,1067.449951,1038.500000,1044.625000,848.690918,2141062
2014-06-05,1041.550049,1058.199951,1034.000000,1052.074951,854.743652,4348470
2014-06-06,1050.074951,1053.900024,1028.000000,1042.125000,854.784607,3361586
2014-06-09,1043.500000,1059.000000,1040.000000,1056.900024,866.903870,2666196
2014-06-10,1057.500000,1080.474976,1057.500000,1079.074951,885.092468,2628068
2014-06-11,1082.500000,1107.000000,1069.099976,1103.474976,905.105774,3544562
2014-06-12,1124.500000,1127.000000,1091.900024,1118.675049,917.573486,2734338
2014-06-13,1119.000000,1119.500000,1092.525024,1106.775024,907.812500,1904022
2014-06-16,1105.000000,1138.474976,1105.000000,1134.875000,930.861572,2439906
2014-06-17,1142.449951,1148.500000,1135.500000,1139.925049,935.003540,1918144
2014-06-18,1146.500000,1146.500000,1110.650024,1113.525024,913.349121,1948824
2014-06-19,1115.000000,1144.500000,1105.050049,1138.025024,933.445251,1896354
2014-06-20,1142.449951,1149.500000,1131.000000,1146.199951,940.150391,1155674
2014-06-23,1146.500000,1149.949951,1127.025024,1134.425049,930.492126,1262734
2014-06-24,1134.500000,1159.750000,1127.500000,1154.525024,946.978760,1479100
2014-06-25,1155.000000,1160.000000,1146.500000,1155.275024,947.594177,1028422
2014-06-26,1148.000000,1172.074951,1145.574951,1153.824951,946.404846,2036182
2014-06-27,1158.500000,1203.449951,1157.500000,1199.775024,984.094360,3058836
2014-06-30,1200.275024,1217.500000,1188.300049,1212.699951,994.695923,2146470
2014-07-01,1209.449951,1209.500000,1191.150024,1195.375000,980.485168,1092790
2014-07-02,1200.000000,1205.875000,1191.750000,1200.800049,984.935120,907740
2014-07-03,1199.500000,1222.500000,1196.000000,1208.949951,991.619995,1526762
2014-07-04,1206.199951,1212.750000,1200.500000,1205.250000,988.585205,536136
